City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Conditions,Date
549,Kolosovka,RU,56.47,73.61,33.28,92,99,11.1,overcast clouds,2020-10-31 16:25:42
550,Tahoua,NE,14.89,5.27,96.8,11,0,2.24,clear sky,2020-10-31 16:25:43
551,Gravdal,NO,68.12,13.5,47.17,78,0,20.13,clear sky,2020-10-31 16:25:43
552,Abu Samrah,SY,35.3,37.18,75.11,32,100,6.4,overcast clouds,2020-10-31 16:25:43
553,Kota Kinabalu,MY,5.97,116.07,77.0,94,20,5.82,few clouds,2020-10-31 16:25:43
554,Pocatello,US,42.87,-112.45,44.6,52,1,18.34,clear sky,2020-10-31 16:25:44
555,San Francisco,US,37.77,-122.42,59.0,87,20,6.15,few clouds,2020-10-31 16:21:30
556,Emirdag,TR,39.02,31.15,51.24,47,0,3.6,clear sky,2020-10-31 16:25:44
557,Belyy Yar,RU,53.6,91.39,33.8,80,75,6.71,broken clouds,2020-10-31 16:25:45
558,Jardim,BR,-21.48,-56.14,81.75,56,82,5.1,broken clouds,2020-10-31 16:25:45
559,Flin Flon,CA,54.77,-101.86,17.6,85,90,19.46,light snow,2020-10-31 16:25:45
560,Nagato,JP,34.38,131.2,59.0,72,40,4.7,scattered clouds,2020-10-31 16:25:46
561,Omaruru,NA,-21.43,15.93,87.75,22,95,11.86,overcast clouds,2020-10-31 16:25:46
562,Iskateley,RU,67.68,53.15,33.73,92,100,16.93,overcast clouds,2020-10-31 16:25:46
563,Leningradskiy,RU,69.38,178.42,19.13,93,95,10.71,overcast clouds,2020-10-31 16:25:46
564,Norrkoping,SE,58.59,16.18,48.2,93,79,5.82,broken clouds,2020-10-31 16:25:47
565,Iberia,US,29.95,-91.75,60.8,67,1,2.86,clear sky,2020-10-31 16:25:47
566,Wagar,SD,16.15,36.2,92.59,23,36,7.11,scattered clouds,2020-10-31 16:25:47
567,Marsa Matruh,EG,31.35,27.25,71.6,60,40,8.05,scattered clouds,2020-10-31 16:25:47
568,Puerto Leguizamo,CO,-0.19,-74.78,88.03,59,100,4.12,overcast clouds,2020-10-31 16:25:48
569,Mao,ES,39.89,4.27,66.2,72,0,5.82,clear sky,2020-10-31 16:24:15
570,Saint-Joseph,RE,-21.37,55.62,69.8,60,20,3.36,few clouds,2020-10-31 16:25:48
571,Khani,GE,41.96,42.96,66.2,59,75,5.82,broken clouds,2020-10-31 16:25:48
572,Aykhal,RU,66.0,111.5,1.4,91,0,2.24,clear sky,2020-10-31 16:25:49
573,Coaticook,CA,45.13,-71.8,37.4,47,0,3.36,clear sky,2020-10-31 16:25:49
574,Los Llanos De Aridane,ES,28.66,-17.92,78.8,69,0,9.17,clear sky,2020-10-31 16:25:49
575,Nantucket,US,41.28,-70.1,48.2,45,1,8.05,clear sky,2020-10-31 16:25:49
576,Ilo,PE,-17.64,-71.34,68.0,68,90,4.7,overcast clouds,2020-10-31 16:25:50
577,Shahpura,IN,27.38,75.97,73.4,23,0,2.24,haze,2020-10-31 16:25:50
578,Swan Hill,AU,-35.34,143.55,51.31,78,0,10.13,clear sky,2020-10-31 16:25:50
579,Tocopilla,CL,-22.09,-70.2,70.2,46,29,8.97,scattered clouds,2020-10-31 16:25:51
580,Qaqortoq,GL,60.72,-46.03,28.4,63,20,2.24,few clouds,2020-10-31 16:25:51
581,Rockport,US,28.02,-97.05,71.6,53,1,8.05,clear sky,2020-10-31 16:25:51
582,Homer,US,59.64,-151.55,25.0,52,1,15.3,clear sky,2020-10-31 16:22:30
583,Sharan,RU,54.82,54.0,40.73,79,100,5.84,light rain,2020-10-31 16:25:52
584,Louis Trichardt,ZA,-23.04,29.9,73.8,51,44,11.25,scattered clouds,2020-10-31 16:25:52
585,Pala,TD,9.36,14.9,89.55,35,58,4.38,broken clouds,2020-10-31 16:25:52
586,Ishim,RU,56.11,69.49,35.78,85,87,11.23,overcast clouds,2020-10-31 16:25:52
587,Jacareacanga,BR,-6.22,-57.75,97.63,37,75,3.78,broken clouds,2020-10-31 16:25:53
588,Natchitoches,US,31.77,-93.13,57.2,76,1,3.36,clear sky,2020-10-31 16:25:53
589,Garowe,SO,8.41,48.48,83.98,35,0,14.5,clear sky,2020-10-31 16:25:53
590,Strunino,RU,56.38,38.57,39.0,93,3,4.88,clear sky,2020-10-31 16:25:53
591,Beaufort,MY,5.35,115.75,77.0,94,20,2.86,few clouds,2020-10-31 16:25:07
592,Malyn,UA,50.77,29.24,46.4,100,100,8.95,light intensity drizzle,2020-10-31 16:25:54
593,Hurghada,EG,27.26,33.81,80.6,61,0,3.36,clear sky,2020-10-31 16:25:54
594,Colon,PA,9.36,-79.9,86.0,70,40,4.7,scattered clouds,2020-10-31 16:25:54
595,Rehoboth,NA,-23.32,17.08,87.93,17,94,9.48,light rain,2020-10-31 16:25:54
596,San Ignacio,BZ,17.16,-89.07,79.0,88,90,4.7,overcast clouds,2020-10-31 16:25:55
597,Nizhniy Odes,RU,63.64,54.86,32.27,94,100,7.38,overcast clouds,2020-10-31 16:25:55
598,Shangzhi,CN,45.22,127.97,43.32,69,0,13.89,clear sky,2020-10-31 16:25:55
599,Bafq,IR,31.61,55.41,58.89,32,0,3.58,clear sky,2020-10-31 16:25:55
600,Marang,MY,5.21,103.21,80.6,88,20,3.36,few clouds,2020-10-31 16:25:56
601,Sambava,MG,-14.27,50.17,73.13,73,78,16.73,broken clouds,2020-10-31 16:25:56
602,Rafai,CF,4.95,23.92,74.79,90,77,2.77,light rain,2020-10-31 16:25:56
603,Baixo Guandu,BR,-19.52,-41.02,71.83,91,100,5.46,light rain,2020-10-31 16:25:56
604,Cayenne,GF,4.93,-52.33,91.4,55,100,11.41,light rain,2020-10-31 16:25:56
605,Robertsport,LR,6.75,-11.37,81.72,74,83,7.14,light rain,2020-10-31 16:25:57
606,Smolenka,RU,52.14,113.5,26.6,58,100,11.18,overcast clouds,2020-10-31 16:25:57
607,Gorontalo,ID,0.54,123.06,77.45,78,100,3.09,overcast clouds,2020-10-31 16:25:58
608,Loandjili,CG,-4.76,11.86,82.4,83,20,11.41,few clouds,2020-10-31 16:25:58
609,Talnakh,RU,69.49,88.4,19.4,85,90,38.03,light shower snow,2020-10-31 16:26:00
610,Horn Lake,US,34.96,-90.03,59.0,54,20,3.36,few clouds,2020-10-31 16:21:29
611,Erzin,TR,36.96,36.2,75.0,73,56,3.6,broken clouds,2020-10-31 16:26:01
612,Mujiayingzi,CN,42.12,118.78,37.4,58,0,9.15,clear sky,2020-10-31 16:26:01
613,Russellville,US,35.28,-93.13,55.99,66,1,4.94,clear sky,2020-10-31 16:26:02
614,Carmen,MX,18.63,-91.83,75.2,94,90,6.13,overcast clouds,2020-10-31 16:26:02
615,Eten,PE,-6.91,-79.86,68.0,72,75,6.93,broken clouds,2020-10-31 16:26:02
616,Anadyr,RU,64.75,177.48,6.8,84,75,8.95,broken clouds,2020-10-31 16:26:02
617,Muyezerskiy,RU,63.93,31.65,29.34,93,35,5.21,scattered clouds,2020-10-31 16:26:03
618,Marienburg,PL,54.04,19.03,46.0,100,1,3.89,clear sky,2020-10-31 16:26:03
619,Saint-Georges,GD,12.06,-61.75,86.0,79,75,16.11,broken clouds,2020-10-31 16:26:03
620,Touros,BR,-5.2,-35.46,86.0,66,75,18.34,broken clouds,2020-10-31 16:26:03
621,Maua,BR,-23.67,-46.46,64.4,82,90,13.87,light intensity drizzle,2020-10-31 16:26:04
622,Sibu,MY,2.3,111.82,77.0,94,40,3.36,scattered clouds,2020-10-31 16:21:42
623,Susa,TN,35.83,10.64,72.0,68,0,6.93,clear sky,2020-10-31 16:26:04
624,Ketchikan,US,55.34,-131.65,46.4,93,90,12.75,moderate rain,2020-10-31 16:26:04
625,Kapoeta,SS,4.77,33.59,85.96,37,18,11.63,few clouds,2020-10-31 16:26:05
626,Prince Rupert,CA,54.32,-130.32,46.4,87,90,14.99,mist,2020-10-31 16:26:05
627,Ryotsu,JP,38.08,138.43,56.64,66,92,6.69,overcast clouds,2020-10-31 16:26:06
628,Fonte Boa,BR,-2.5,-66.27,79.03,91,100,6.11,very heavy rain,2020-10-31 16:26:06
629,Kokopo,PG,-4.35,152.26,77.68,82,100,3.71,overcast clouds,2020-10-31 16:26:07
630,Lucapa,AO,-8.42,20.74,77.2,72,76,2.24,light rain,2020-10-31 16:26:07
631,Pasni,PK,25.26,63.47,77.43,49,0,5.95,clear sky,2020-10-31 16:23:11
632,Boguchany,RU,58.38,97.45,8.76,93,0,0.67,clear sky,2020-10-31 16:26:07
633,Novikovo,RU,51.15,37.89,51.71,90,100,11.36,overcast clouds,2020-10-31 16:26:08
634,Nenjiang,CN,49.18,125.22,33.4,93,100,11.61,overcast clouds,2020-10-31 16:26:08
635,Nouadhibou,MR,20.93,-17.03,73.4,73,1,17.22,clear sky,2020-10-31 16:26:08
636,Morondava,MG,-20.28,44.28,80.56,70,22,13.18,few clouds,2020-10-31 16:26:08
637,Mo I Rana,NO,66.31,14.14,36.0,100,20,2.24,fog,2020-10-31 16:26:08
638,Ginda,IN,30.69,78.49,53.74,42,0,6.2,clear sky,2020-10-31 16:26:09
639,Klaebu,NO,63.3,10.48,48.2,66,0,21.92,clear sky,2020-10-31 16:26:09
640,Lixourion,GR,38.2,20.43,68.0,77,0,11.41,clear sky,2020-10-31 16:26:09
641,Coihaique,CL,-45.58,-72.07,66.2,45,0,6.93,clear sky,2020-10-31 16:26:10
642,Jiuquan,CN,39.74,98.52,37.02,61,32,5.01,scattered clouds,2020-10-31 16:26:10
643,Bathsheba,BB,13.22,-59.52,84.2,79,75,14.99,shower rain,2020-10-31 16:26:10
644,Cabedelo,BR,-6.98,-34.83,86.0,66,40,13.87,scattered clouds,2020-10-31 16:26:10
645,Alyangula,AU,-13.85,136.42,73.4,100,75,4.59,broken clouds,2020-10-31 16:26:11
646,Kuytun,RU,54.34,101.5,17.64,84,40,11.74,scattered clouds,2020-10-31 16:26:11
647,Karasburg,NA,-28.02,18.75,87.78,13,0,15.28,clear sky,2020-10-31 16:26:11
648,Rabat,MA,33.99,-6.84,69.8,73,0,3.36,clear sky,2020-10-31 16:25:39
649,Messina,IT,38.19,15.55,68.0,68,20,4.7,few clouds,2020-10-31 16:26:11
650,Hirara,JP,24.8,125.28,77.29,74,3,21.34,light rain,2020-10-31 16:26:12
651,Mechetinskaya,RU,46.77,40.46,59.23,91,100,6.71,overcast clouds,2020-10-31 16:26:12
652,Williamsport,US,41.24,-77.0,48.0,48,40,4.7,scattered clouds,2020-10-31 16:24:57
653,Dauriya,RU,49.93,116.87,25.54,94,95,13.67,overcast clouds,2020-10-31 16:26:12
654,Kota Belud,MY,6.35,116.43,77.0,94,20,5.82,heavy intensity rain,2020-10-31 16:26:13
655,Graaff-Reinet,ZA,-32.25,24.53,68.0,56,0,8.99,clear sky,2020-10-31 16:24:09
656,Pangody,RU,65.85,74.49,33.17,97,100,13.06,light rain,2020-10-31 16:26:13
657,Quzhou,CN,28.96,118.87,58.44,73,3,3.22,clear sky,2020-10-31 16:26:13
658,Barranca,PE,-10.75,-77.77,66.81,71,98,8.63,overcast clouds,2020-10-31 16:26:13
659,Waipawa,NZ,-41.41,175.52,59.0,77,27,9.17,scattered clouds,2020-10-31 16:26:14
660,Candelaria,PH,13.93,121.42,78.01,86,100,6.29,overcast clouds,2020-10-31 16:26:14
661,Petropavlovka,RU,50.61,105.32,27.14,84,36,4.32,scattered clouds,2020-10-31 16:26:14
662,Pahrump,US,36.21,-115.98,68.0,17,1,0.74,clear sky,2020-10-31 16:26:14
663,Muros,ES,42.78,-9.06,63.0,91,100,14.0,overcast clouds,2020-10-31 16:26:15
664,Vestmannaeyjar,IS,63.44,-20.27,44.6,70,20,14.99,few clouds,2020-10-31 16:26:15
665,Bac Lieu,VN,9.29,105.72,79.38,87,66,11.83,moderate rain,2020-10-31 16:26:15
666,Cheremushskiy,RU,61.27,47.26,31.32,97,8,4.59,clear sky,2020-10-31 16:26:15
667,Muzhi,RU,65.37,64.67,29.41,94,46,12.64,scattered clouds,2020-10-31 16:26:15
668,Manama,BH,26.22,50.58,82.4,58,0,4.7,clear sky,2020-10-31 16:23:55
669,Canutama,BR,-6.53,-64.38,84.09,81,100,3.06,moderate rain,2020-10-31 16:26:16
670,Maniitsoq,GL,65.42,-52.9,21.09,86,81,5.77,broken clouds,2020-10-31 16:26:16
671,Kloulklubed,PW,7.04,134.26,84.2,74,90,10.29,moderate rain,2020-10-31 16:26:16
672,Brigantine,US,39.41,-74.36,48.0,61,1,5.82,clear sky,2020-10-31 16:23:34
673,Pogranichnyy,RU,44.41,131.38,43.14,78,69,5.95,broken clouds,2020-10-31 16:26:17
674,The Pas,CA,53.83,-101.25,19.4,85,90,25.28,light snow,2020-10-31 16:26:17
675,Ust-Koksa,RU,50.27,85.61,22.62,89,0,0.85,clear sky,2020-10-31 16:26:17
676,Sokoni,TZ,-6.43,39.55,82.4,69,40,6.93,scattered clouds,2020-10-31 16:26:17
677,Khanpur,PK,28.65,70.66,71.92,20,0,4.65,clear sky,2020-10-31 16:26:18
678,Vanimo,PG,-2.67,141.3,78.21,85,7,5.82,clear sky,2020-10-31 16:26:18
679,Colares,PT,38.8,-9.45,69.8,73,20,8.05,few clouds,2020-10-31 16:26:18
680,Kidal,ML,18.44,1.41,92.34,11,11,16.69,few clouds,2020-10-31 16:26:19
681,Taywarah,AF,33.35,64.42,25.36,79,0,2.93,clear sky,2020-10-31 16:26:19
682,Nuuk,GL,64.18,-51.72,23.0,57,40,5.82,scattered clouds,2020-10-31 16:26:19
683,Tiznit,MA,29.58,-9.5,79.39,18,0,11.74,clear sky,2020-10-31 16:26:20
684,Salinas,US,36.68,-121.66,55.4,58,1,9.17,clear sky,2020-10-31 16:25:04
685,Moose Factory,CA,51.26,-80.61,30.2,68,75,10.29,broken clouds,2020-10-31 16:26:20
